year,FMSANAME,STATE,instrument,fbnonmex,ushisp,black,age0_14,age15_24,age25_39,age40_54,age55,employed,educ1,educ2,educ3,educ4,dfbnonmex,dushisp,dblack,dage0_14,dage15_24,dage25_39,dage40_54,dage55,demployed,deduc1,deduc2,deduc3,deduc4,popweight,dins,dmexfb_alt,dusbirths,logpc_murder,dlogpc_murder,logpc_rape,dlogpc_rape,logpc_robbery,dlogpc_robbery,logpc_assault,dlogpc_assault,logpc_burglary,dlogpc_burglary,logpc_larceny,dlogpc_larceny,logpc_motor,dlogpc_motor,grp_1,grp_2,grp_3,grp_4,grp_5,grp_6,grp_7,grp_8,grp_9,grp_10,grp_11,grp_12
2.00E+03,"Brownsville-Harlingen-San Benito, Texas",TX,227156.8594,0.013023113,0.597173989,0.005587388,0.353380919,0.170698166,0.171927139,0.142590299,0.161403477,0.492739379,0.481379479,0.28498733,0.13381888,0.066229351,-1.032619476,1.565515995,0.002453114,0.001139551,0.001973227,-0.01965405,0.022748575,-0.006207287,-0.030771077,-0.057573348,0.077244833,-0.028067052,0.003242664,212720,17.83353615,2.685153484,11.96408463,1.61939621,-0.777704597,2.990875483,0.515813172,4.406583786,0.152340725,5.881247044,0.096554734,6.911813736,-0.419566393,8.402721405,0.491647124,5.412900448,-0.689830422,0,0,0,0,1,0,0,0,0,0,0,0
1980,"Charlotte-Gastonia-Rock Hill, North Carolina-South Carolina",NC,26032.55273,0.021547347,0.006727596,0.220193624,0.239393145,0.17737639,0.245955423,0.160873234,0.176401794,0.68220377,0.521208704,0.225168362,0.116462745,0.101935759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641940,NA,NA,NA,2.911360025,NA,3.492533445,NA,5.153691292,NA,6.58422184,NA,7.89688015,NA,8.41882515,NA,6.031258106,NA,0,0,0,0,0,0,0,0,1,0,0,0
1990,"Charlotte-Gastonia-Rock Hill, North Carolina-South Carolina",NC,35460.28906,0.025760345,0.00515986,0.209827781,0.209177107,0.144484013,0.270305455,0.182277933,0.193755493,0.68835485,0.377445161,0.246234789,0.222480044,0.116957523,0.421299785,-0.156773627,-0.010365844,-0.030216038,-0.032892376,0.024350032,0.021404698,0.017353699,0.00615108,-0.143763542,0.021066427,0.106017299,0.015021764,641940,1.468631983,0.068087466,0.034271117,2.773700476,0.32918179,3.822302341,0.796610177,5.972373486,1.285523772,6.79227829,0.67489773,7.699362278,0.269323289,8.501342773,0.549358606,6.116303921,0.551887095,0,0,0,0,0,0,0,0,0,1,0,0
2.00E+03,"Charlotte-Gastonia-Rock Hill, North Carolina-South Carolina",NC,47526.41406,0.047694817,0.018230883,0.209309429,0.229356825,0.115897581,0.248271987,0.221427456,0.185046151,0.679773033,0.320868582,0.299157053,0.179622725,0.146642715,2.193447113,1.307102442,-5.18E-04,0.020179719,-0.028586432,-0.022033468,0.039149523,-0.008709341,-0.008581817,-0.05657658,0.052922264,-0.042857319,0.029685192,641940,1.87963438,1.982285142,0.036296226,1.974296331,-0.417735189,3.378939867,-0.061693568,5.462067604,-0.128636897,6.155498028,-0.255111516,7.002250195,-0.315443367,8.07762146,-0.042052377,6.040946007,0.306311339,0,0,0,0,0,0,0,0,1,0,0,0
1980,"Chicago, Illinois",IL,1657071.25,0.081293613,0.050907057,0.221299097,0.254986167,0.18243061,0.227274179,0.152987227,0.182321802,0.623887479,0.460375875,0.272132665,0.112554811,0.101682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7130260,NA,NA,NA,2.665515184,NA,3.265155315,NA,5.672114849,NA,5.504679203,NA,7.126736164,NA,8.072402,NA,6.526275635,NA,0,0,0,0,0,0,1,0,0,0,0,0
1990,"Chicago, Illinois",IL,2254569.75,0.093876392,0.06647066,0.248237684,0.239717305,0.139618784,0.259824514,0.165437147,0.19540225,0.636348009,0.338066339,0.251601756,0.224204361,0.125531092,1.258277893,1.556360364,0.026938587,-0.015268862,-0.042811826,0.032550335,0.01244992,0.013080448,0.01246053,-0.122309536,-0.020530909,0.11164955,0.023849092,7130260,8.379757881,1.539066672,0.57164818,2.627061129,-0.01970507,NA,NA,6.353317738,0.699951828,6.516462326,1.030531764,7.074209213,-0.033778016,8.218913078,0.165259257,6.821753979,0.314226955,0,0,0,0,0,0,0,1,0,0,0,0
2.00E+03,"Chicago, Illinois",IL,2963462.75,0.10599643,0.090461142,0.220470235,0.265040189,0.128454432,0.217443496,0.205377191,0.183684707,0.637209296,0.308685899,0.290216148,0.172591284,0.150571898,1.212003827,2.399048328,-0.02776745,0.025322884,-0.011164352,-0.042381018,0.039940044,-0.011717543,8.61E-04,-0.029380441,0.038614392,-0.051613078,0.025040805,7130260,9.942035675,2.921924829,1.17343545,2.067364931,-0.441943318,NA,NA,5.476988792,-0.758575916,5.80797863,-0.590730369,5.89671278,-1.059743524,7.218533516,-0.882626295,5.914774895,-0.789225698,0,0,0,0,0,0,1,0,0,0,0,0
1980,"Chico-Paradise, California",CA,5980.333984,0.038114343,0.036824759,0.009431092,0.199117735,0.18877396,0.222087011,0.121387281,0.268634021,0.47261858,0.377065271,0.275805652,0.173073784,0.108948141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143480,NA,NA,NA,1.584884644,NA,3.570800066,NA,3.828629255,NA,5.759272099,NA,7.524680138,NA,8.218203545,NA,5.750442028,NA,1,0,0,0,0,0,0,0,0,0,0,0
1990,"Chico-Paradise, California",CA,8027.709473,0.043275397,0.051077966,0.009955545,0.215441376,0.158847183,0.223286062,0.15490368,0.247521698,0.514227688,0.296832561,0.237391427,0.319938719,0.108566307,0.516105413,1.425320625,5.24E-04,0.016323641,-0.029926777,0.001199052,0.0335164,-0.021112323,0.041609108,-0.08023271,-0.038414225,0.146864936,-3.82E-04,143480,1.426941395,0.657168567,0.585447431,2.034500837,0.693147182,3.365735531,0.038466282,4.030172825,0.44507426,5.834794044,0.319052964,7.116792202,-0.164356783,7.914235592,-0.06043667,5.79237318,0.28546232,0,1,0,0,0,0,0,0,0,0,0,0
2.00E+03,"Chico-Paradise, California",CA,10176.62012,0.045788191,0.066051334,0.016452106,0.203582957,0.17566964,0.166932777,0.206653416,0.24716121,0.530939281,0.278516799,0.309231102,0.260564595,0.105685055,0.251279414,1.497336864,0.006496561,-0.011858419,0.016822457,-0.056353286,0.051749736,-3.60E-04,0.016711593,-0.018315762,0.071839675,-0.059374124,-0.002881251,143480,1.497707486,1.306499958,0.956927776,1.374489307,-0.559615791,3.422182083,0.15684247,4.229521751,0.299744934,5.458362579,-0.276035577,6.764701843,-0.251694441,7.580308914,-0.233530775,5.973390102,0.281412452,1,0,0,0,0,0,0,0,0,0,0,0
1980,"Cleveland-Lorain-Elyria, Ohio",OH,6442.432129,0.059890661,0.012151109,0.191822827,0.231603071,0.177506492,0.219885558,0.160921901,0.210082978,0.598525584,0.448418409,0.318895102,0.09902975,0.088386714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2172660,NA,NA,NA,2.677204847,NA,3.620963097,NA,5.953035355,NA,5.709903717,NA,7.327269554,NA,7.721446514,NA,6.88449192,NA,0,0,0,0,0,0,1,0,0,0,0,0
1990,"Cleveland-Lorain-Elyria, Ohio",OH,8566.152344,0.050687551,0.016408613,0.21236214,0.217731923,0.129975349,0.252447128,0.170526341,0.229319245,0.600852489,0.3434591,0.30332455,0.205215514,0.099481761,-0.920310974,0.425750375,0.020539314,-0.013871148,-0.047531143,0.03256157,0.009604439,0.019236267,0.002326906,-0.104959309,-0.015570551,0.106185764,0.011095047,2172660,0.097747475,0.009015735,0.040503345,2.365669012,-0.385104179,4.008946419,0.314415127,5.715981007,-0.310622454,5.502779961,-0.28069222,6.857488155,-0.543349922,7.697601318,-0.097413577,6.75025034,-0.207809702,0,0,0,0,0,0,0,1,0,0,0,0
2.00E+03,"Cleveland-Lorain-Elyria, Ohio",OH,11021.58594,0.049660753,0.029509554,0.188657865,0.224991351,0.119090714,0.209607556,0.223391652,0.222918734,0.624019384,0.307565987,0.359657347,0.161029369,0.114148609,-0.102679804,1.310094118,-0.023704275,0.007259429,-0.010884635,-0.042839572,0.052865312,-0.006400511,0.023166895,-0.035893112,0.056332797,-0.044186145,0.014666848,2172660,0.113015085,0.129839748,0.042114276,1.290771365,-0.963918805,3.50545764,-0.392509818,5.085438251,-0.519564092,4.906620979,-0.485179782,6.20834589,-0.538163364,7.16683197,-0.419790298,5.844134808,-0.795136988,0,0,0,0,0,0,1,0,0,0,0,0
1980,"Colorado Springs, Colorado",CO,1089.349609,0.073725276,0.077895872,0.055385288,0.25109458,0.197606534,0.262478113,0.146891415,0.141929358,0.63842541,0.362569332,0.316986889,0.143902242,0.116649248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312640,NA,NA,NA,1.693331122,NA,3.81594491,NA,4.982610703,NA,5.461348057,NA,7.592422485,NA,8.222320557,NA,5.859540462,NA,0,0,1,0,0,0,0,0,0,0,0,0
1990,"Colorado Springs, Colorado",CO,1428.88501,0.06829311,0.078950286,0.065847002,0.249741182,0.130846962,0.290775776,0.180095315,0.14854078,0.679130614,0.288225859,0.232291564,0.294514209,0.122991219,-0.543216586,0.105441362,0.010461714,-0.001353398,-0.066759571,0.028297663,0.0332039,0.006611422,0.040705204,-0.074343473,-0.084695324,0.150611967,0.006341971,312640,0.108602673,0.00255882,0.780450344,0.930797935,-0.530628264,3.965750933,0.381711036,4.273659706,-0.477045923,5.508596897,0.279153973,7.144805908,-0.215711564,8.356393814,0.365978599,5.809043884,0.181408733,0,0,0,1,0,0,0,0,0,0,0,0
2.00E+03,"Colorado Springs, Colorado",CO,1799.804688,0.073834732,0.09280362,0.059859045,0.246710867,0.135408998,0.230797365,0.228983656,0.158099115,0.690938294,0.272872865,0.277536124,0.220536843,0.145807922,0.554162264,1.385333419,-0.005987957,-0.003030315,0.004562035,-0.059978411,0.048888341,0.009558335,0.01180768,-0.015352994,0.04524456,-0.073977366,0.022816703,312640,0.118641146,1.123106122,0.787487209,1.30422163,0.641853869,3.72107482,0.023754086,4.471250057,0.466020435,5.519851685,0.27968514,6.622341633,-0.254034042,7.915555,-0.172408983,5.634954929,0.094341122,0,0,1,0,0,0,0,0,0,0,0,0
1980,"Corpus Christi, Texas",TX,9771.990234,0.023274958,0.457416564,0.044899255,0.283039808,0.194827855,0.222909719,0.144772336,0.154450268,0.624985754,0.537627637,0.231457219,0.110850126,0.077152409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271280,NA,NA,NA,2.953262329,NA,3.89236784,NA,5.313753605,NA,6.028445721,NA,7.936605453,NA,8.396429062,NA,6.400804996,NA,0,0,0,0,1,0,0,0,0,0,0,0
1990,"Corpus Christi, Texas",TX,12047.61133,0.020335104,0.48031041,0.043723434,0.272178203,0.142641306,0.247339204,0.164610669,0.173230633,0.608618557,0.432937056,0.227487862,0.222226813,0.077698506,-0.293985367,2.289384604,-0.001175821,-0.010861605,-0.052186549,0.024429485,0.019838333,0.018780366,-0.016367197,-0.104690582,-0.003969356,0.111376688,5.46E-04,271280,0.838845849,0.577908933,6.517251492,2.427437305,-0.454736143,4.112713337,0.291434407,5.096347809,-0.14631696,5.957356453,0,7.862217426,-0.003299244,8.814469337,0.489129514,6.182274818,-0.147441298,0,0,0,0,0,1,0,0,0,0,0,0
2.00E+03,"Corpus Christi, Texas",TX,14194.45215,0.024398442,0.440899342,0.032570492,0.253596336,0.14665395,0.205219701,0.216660261,0.177869737,0.602991998,0.359041691,0.319625139,0.180632874,0.092793956,0.406333804,-3.941106796,-0.011152942,-0.018581867,0.004012644,-0.042119503,0.052049592,0.004639104,-0.005626559,-0.073895365,0.092137277,-0.041593939,0.01509545,271280,0.791374505,-1.061051488,6.027720451,2.036293983,-0.500775278,4.323765278,0.101420179,5.17612648,-0.029852964,6.45934248,0.392354071,7.448609352,-0.523239911,8.738929749,-0.185171828,6.411421776,0.119515181,0,0,0,0,1,0,0,0,0,0,0,0
1980,"Dallas, Texas",TX,611718.375,0.028414449,0.064960979,0.144561633,0.249160573,0.180219546,0.253723621,0.154276073,0.162620172,0.686084032,0.454533279,0.249905452,0.12589027,0.113032587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2975260,NA,NA,NA,2.618350744,NA,3.643231869,NA,5.276310921,NA,5.659599781,NA,7.364964962,NA,8.036410332,NA,5.977414608,NA,0,0,0,0,1,0,0,0,0,0,0,0
1990,"Dallas, Texas",TX,827653.4375,0.054328606,0.083894968,0.17265968,0.248628527,0.138359904,0.290609062,0.176130563,0.146271944,0.706251979,0.332669437,0.223428786,0.241752863,0.145598263,2.591415644,1.893398881,0.028098047,-5.32E-04,-0.041859642,0.03688544,0.02185449,-0.016348228,0.020167947,-0.121863842,-0.026476666,0.115862593,0.032565676,2975260,7.257687092,2.402429819,1.114524484,2.675313234,0.280301958,3.82565093,0.405758232,5.803048134,0.750076532,6.209540367,0.773279965,7.366644382,0.225018427,8.256753922,0.443683147,6.836392879,1.082317829,0,0,0,0,0,1,0,0,0,0,0,0
2.00E+03,"Dallas, Texas",TX,1040048.938,0.075808503,0.119654708,0.174898162,0.273722857,0.130370095,0.235267878,0.209436014,0.15120317,0.689830542,0.311898798,0.273587614,0.181415588,0.165752247,2.14798975,3.575973988,0.002238482,0.02509433,-0.007989809,-0.055341184,0.033305451,0.004931226,-0.016421437,-0.020770639,0.050158828,-0.060337275,0.020153984,2975260,7.138720512,5.047677994,1.543965936,1.759412646,-0.611396551,3.073173046,-0.447973758,5.141776085,-0.356767684,5.545694351,-0.35934186,6.600153923,-0.461986125,7.670209408,-0.282040328,6.232629776,-0.299259007,0,0,0,0,1,0,0,0,0,0,0,0
1980,"Denver, Colorado",CO,130125.0703,0.041457076,0.101396412,0.049882486,0.234270737,0.182537749,0.279047459,0.152943239,0.151200801,0.686216116,0.363976121,0.277439654,0.139672652,0.13804768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1593660,NA,NA,NA,2.129221439,NA,4.006747723,NA,5.374898911,NA,5.684569359,NA,7.662670135,NA,8.254084587,NA,6.240951538,NA,0,0,1,0,0,0,0,0,0,0,0,0
1990,"Denver, Colorado",CO,176169.7031,0.044490337,0.115095377,0.059286993,0.227862433,0.123683214,0.289688468,0.192145631,0.166620269,0.703921735,0.28727445,0.237437397,0.261766374,0.146705732,0.30332619,1.369896531,0.009404507,-0.006408304,-0.058854535,0.010641009,0.039202392,0.015419468,0.017705619,-0.076701671,-0.040002257,0.122093722,0.008658051,1593660,2.889238119,0.467374504,0.985153675,1.662746072,-0.354545027,3.688932657,-0.205884665,4.86575222,-0.397216737,6.050209999,0.477570862,7.150496006,-0.400243402,8.195528984,0.05337524,6.36342001,0.234398887,0,0,0,1,0,0,0,0,0,0,0,0
2.00E+03,"Denver, Colorado",CO,222212.3906,0.062393613,0.130022302,0.059131723,0.236162573,0.120233238,0.239785865,0.2334003,0.170418024,0.712141216,0.268339127,0.276674896,0.196380034,0.179501265,1.790327549,1.492692471,-1.55E-04,0.008300141,-0.003449976,-0.049902603,0.041254669,0.003797755,0.008219481,-0.018935323,0.039237499,-0.06538634,0.032795534,1593660,2.889116049,3.880739689,1.103121161,1.213567734,-0.239229694,3.514800549,0.035816502,4.504386902,-0.151416272,5.259223461,-0.581037879,6.375260353,-0.565287411,7.738498211,-0.247082368,6.33511591,0.181644469,0,0,1,0,0,0,0,0,0,0,0,0
1980,"Detroit, Michigan",MI,7200.587891,0.052182693,0.01343485,0.21924141,0.252638966,0.190335289,0.228891954,0.155698523,0.172435239,0.567950785,0.474267393,0.30009529,0.108982868,0.072491862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4286580,NA,NA,NA,2.797282696,NA,3.789954662,NA,6.025503159,NA,5.94994545,NA,7.603586197,NA,8.242921829,NA,6.886612415,NA,0,0,0,0,0,0,1,0,0,0,0,0
1990,"Detroit, Michigan",MI,9502.022461,0.048311353,0.015002659,0.227774918,0.230083421,0.145094976,0.259473234,0.174108475,0.191239879,0.603903353,0.355985999,0.280832022,0.23488839,0.085837819,-0.387134016,0.156780899,0.008533508,-0.022555545,-0.045240313,0.030581281,0.018409953,0.01880464,0.035952568,-0.118281394,-0.019263268,0.125905514,0.013345957,4286580,0.053689294,0.012113806,0.170298934,2.799937487,0.005673774,4.127241135,0.340305537,5.953471184,-0.069013007,6.249992371,0.303065598,7.091171741,-0.509395778,8.151547432,-0.088355407,7.074597836,0.19100447,0,0,0,0,0,0,0,1,0,0,0,0
2.00E+03,"Detroit, Michigan",MI,12155.06543,0.066528074,0.022710642,0.240820989,0.236779526,0.123408064,0.222310826,0.22181271,0.195688874,0.619296432,0.313097805,0.342022508,0.182975277,0.106365733,1.821672201,0.770798326,0.013046071,0.006696105,-0.021686912,-0.037162408,0.047704235,0.004448995,0.015393078,-0.042888194,0.061190486,-0.051913112,0.020527914,4286580,0.061891835,0.382936746,0.14102152,2.384774923,-0.385163397,3.63842845,-0.458813667,5.43088007,-0.492591798,6.160947323,-0.05904597,6.59064579,-0.470526516,7.724529266,-0.397018909,6.812244892,-0.232353777,0,0,0,0,0,0,1,0,0,0,0,0
1980,"Eugene-Springfield, Oregon",OR,6384.632813,0.029918674,0.017160337,0.005443235,0.227216169,0.187480554,0.271928459,0.134292379,0.179082423,0.576094806,0.377960771,0.2883946,0.154682055,0.108413279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275060,NA,NA,NA,0.779940426,NA,3.499040365,NA,4.778141022,NA,5.216691971,NA,7.538228512,NA,8.49089241,NA,5.799425125,NA,1,0,0,0,0,0,0,0,0,0,0,0
1990,"Eugene-Springfield, Oregon",OR,7753.396484,0.029415257,0.020093648,0.005954856,0.216812924,0.142276108,0.247811869,0.183802798,0.209296316,0.595731437,0.306597918,0.248176217,0.282572806,0.104800582,-0.05034171,0.293331027,5.12E-04,-0.010403246,-0.045204446,-0.024116591,0.049510419,0.030213892,0.019636631,-0.071362853,-0.040218383,0.127890751,-0.003612697,275060,0.497623682,0.198393986,0.18177852,0.561438441,-0.182321563,3.722685099,0.25982511,4.604489803,-0.13747099,5.129944801,-0.050566889,6.954694748,-0.547353387,8.231960297,-0.222751722,5.606153011,-0.157091856,0,1,0,0,0,0,0,0,0,0,0,0
2.00E+03,"Eugene-Springfield, Oregon",OR,9434.160156,0.036505405,0.029235262,0.006831976,0.197388262,0.151975527,0.193719804,0.234965801,0.221950606,0.617961049,0.259610146,0.320356488,0.23841396,0.115865804,0.709014773,0.914161444,8.77E-04,-0.019424662,0.009699419,-0.054092064,0.051163003,0.01265429,0.022229612,-0.046987772,0.072180271,-0.044158846,0.011065222,275060,0.611053467,0.723832965,0.156693086,0.769358873,0.336472243,3.217897892,-0.376235455,4.451069832,-0.024868067,5.259599209,0.258206248,6.80518198,-0.020960875,8.278067589,0.174659282,6.147279263,0.669678032,1,0,0,0,0,0,0,0,0,0,0,0
1980,"Fort Myers-Cape Coral, Florida",FL,6196.457031,0.043563195,0.022563001,0.078871198,0.186065748,0.139032453,0.173041135,0.137792021,0.364068627,0.483022302,0.442269623,0.326698929,0.108753026,0.084561251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206980,NA,NA,NA,2.317070484,NA,3.366892576,NA,4.874666691,NA,5.939504623,NA,7.312994957,NA,7.990393639,NA,5.421016216,NA,0,0,0,0,0,0,0,0,1,0,0,0
1990,"Fort Myers-Cape Coral, Florida",FL,8466.161133,0.047059499,0.030699668,0.063326381,0.17622529,0.10181655,0.201657683,0.158620492,0.361679971,0.536098063,0.304649502,0.332742184,0.230350971,0.089780852,0.349630415,0.813666701,-0.015544817,-0.009840459,-0.037215903,0.028616548,0.020828471,-0.002388656,0.053075761,-0.137620121,0.006043255,0.121597946,0.005219601,206980,1.09658134,0.361900181,0.183592618,1.968064189,0.133531392,3.385130167,0.500775278,5.455694199,1.063564897,5.483334064,0.026366876,7.303797722,0.473340511,7.771566391,0.263710231,6.215368271,1.276889563,0,0,0,0,0,0,0,0,0,1,0,0
2.00E+03,"Fort Myers-Cape Coral, Florida",FL,11393.43652,0.06852106,0.059065122,0.060450062,0.180708915,0.086439386,0.163946778,0.186900243,0.382004678,0.513576388,0.254033029,0.393855989,0.177682891,0.114035495,2.146156073,2.836545467,-0.002876319,0.004483625,-0.015377164,-0.037710905,0.028279752,0.020324707,-0.022521675,-0.050616473,0.061113805,-0.05266808,0.024254642,206980,1.414279342,1.275895,0.259445369,1.290227652,-0.405465096,3.534918785,0.42216,5.228161812,0.044839393,5.895397663,0.684435248,6.879814625,-0.151611924,7.873809814,0.374614865,6.483184338,0.540187657,0,0,0,0,0,0,0,0,1,0,0,0
1980,"Fort Wayne, Indiana",IN,1089.349609,0.021767674,0.015133716,0.089238845,0.254167557,0.188692629,0.238348588,0.145988509,0.172802731,0.634765625,0.435027808,0.329286456,0.110910945,0.083653167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294260,NA,NA,NA,1.75391984,NA,3.593535185,NA,5.380610943,NA,5.045389652,NA,7.429060936,NA,8.389094353,NA,6.006608009,NA,0,0,0,0,0,0,1,0,0,0,0,0
1990,"Fort Wayne, Indiana",IN,1428.88501,0.022939092,0.013475296,0.104281977,0.241021037,0.145420358,0.252502322,0.173989728,0.187066585,0.684806228,0.340044856,0.290368408,0.239225969,0.083777644,0.117141753,-0.165842012,0.015043132,-0.01314652,-0.043272272,0.014153734,0.028001219,0.014263853,0.050040603,-0.094982952,-0.038918048,0.128315032,1.24E-04,294260,0.115386188,0.00153149,0.387412488,1.885109067,0.162518933,3.642966986,0.080761358,5.167898178,-0.181383029,5.649791718,0.63573128,7.067454338,-0.330276787,8.451641083,0.093876407,6.277704716,0.302426398,0,0,0,0,0,0,0,1,0,0,0,0
2.00E+03,"Fort Wayne, Indiana",IN,1799.804688,0.025786849,0.021648739,0.082516894,0.239110574,0.133962557,0.212817252,0.217783764,0.196325839,0.690871239,0.310601205,0.37043944,0.174400657,0.094503291,0.284775734,0.817344248,-0.021765083,-0.001910463,-0.011457801,-0.039685071,0.043794036,0.009259254,0.006065011,-0.029443651,0.080071032,-0.064825311,0.010725647,294260,0.126051679,0.665684283,0.195065588,1.608679533,0.13976194,3.164533138,-0.06224231,4.625917912,-0.125788733,4.527624607,-0.705975354,6.294828415,-0.356434345,7.775101662,-0.260347724,5.804245472,-0.057267554,0,0,0,0,0,0,1,0,0,0,0,0
1980,"Fresno, California",CA,393223.625,0.047447708,0.225653395,0.053316109,0.268273115,0.18965748,0.228675783,0.139637426,0.173756182,0.581043959,0.472255379,0.246618927,0.139319807,0.086813845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515540,NA,NA,NA,3.096153736,NA,3.954666615,NA,5.848808289,NA,6.289441586,NA,7.924116611,NA,8.427727699,NA,6.571709633,NA,1,0,0,0,0,0,0,0,0,0,0,0
1990,"Fresno, California",CA,511861.3438,0.085093953,0.237376466,0.055434067,0.299158216,0.133998111,0.235759541,0.152411848,0.178672269,0.599480391,0.401332378,0.22909297,0.244052976,0.089429431,3.764624596,1.172307134,0.002117958,0.0308851,-0.055659369,0.007083759,0.012774423,0.004916087,0.018436432,-0.070923001,-0.017525956,0.104733169,0.002615586,515540,23.01232147,3.259944916,3.991930723,2.771538019,-0.063369617,3.982031584,0.288610995,5.70310545,0.115543395,6.568601131,0.540405393,7.552544594,-0.110325828,8.407794952,0.241313562,7.228164673,0.917701244,0,1,0,0,0,0,0,0,0,0,0,0
2.00E+03,"Fresno, California",CA,634625.1875,0.070286989,0.286630422,0.053060461,0.315187722,0.148949429,0.176777691,0.181077644,0.178007483,0.568618774,0.387915522,0.292092711,0.191387042,0.08873482,-1.480696321,4.925395489,-0.002373606,0.016029507,0.014951319,-0.058981851,0.028665796,-6.65E-04,-0.030861616,-0.013416857,0.06299974,-0.052665934,-6.95E-04,515540,23.81267166,4.456906796,5.337898254,1.646996975,-0.801627815,3.377914906,-0.281203568,5.244879723,-0.135312468,6.23726511,-0.008422876,6.82314682,-0.406484663,8.058747292,-0.026135126,6.79691124,-0.108340606,1,0,0,0,0,0,0,0,0,0,0,0
1980,"Galveston-Texas City, Texas",TX,6236.350098,0.023688838,0.106651492,0.191292167,0.250458032,0.183963791,0.230304986,0.156159073,0.179114133,0.642393887,0.488989949,0.264001906,0.117280997,0.078506462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196260,NA,NA,NA,2.759716988,NA,4.216079235,NA,5.231091499,NA,6.203025818,NA,7.606694221,NA,8.028738976,NA,6.393049717,NA,0,0,0,0,1,0,0,0,0,0,0,0
1990,"Galveston-Texas City, Texas",TX,7578.327637,0.033789027,0.11656262,0.180718392,0.247579977,0.129649654,0.25510785,0.181013212,0.186649308,0.62475276,0.375538319,0.255193144,0.233281091,0.091499984,1.010018945,0.991112709,-0.010573775,-0.002878055,-0.054314137,0.024802864,0.024854138,0.007535174,-0.017641127,-0.11345163,-0.008808762,0.116000094,0.012993522,196260,0.683775365,0.288207173,1.314582705,2.589632988,-0.066691376,3.688245058,-0.42444101,5.593948841,0.466250002,5.816750526,-0.282882601,7.527821064,0.024519617,8.409511566,0.48416546,6.405448914,0.11579185,0,0,0,0,0,1,0,0,0,0,0,0
2.00E+03,"Galveston-Texas City, Texas",TX,8739.493164,0.043634634,0.129988492,0.156974673,0.241871178,0.128250197,0.203207031,0.227077365,0.199594229,0.614153087,0.316220254,0.328752428,0.192123905,0.107834443,0.984560728,1.342587233,-0.023743719,-0.005708799,-0.001399457,-0.051900819,0.046064153,0.012944922,-0.010599673,-0.059318066,0.073559284,-0.041157186,0.016334459,196260,0.591646552,1.871780276,1.890349507,1.649246812,-0.802346468,3.719026327,0.168820873,4.664027214,-0.791882038,5.833056927,0.154346094,6.856628895,-0.533152461,8.118258476,-0.153212965,6.015769482,-0.251639903,0,0,0,0,1,0,0,0,0,0,0,0
1980,"Grand Rapids-Muskegon-Holland, Michigan",MI,1199.568115,0.030746054,0.019070771,0.053562548,0.255629748,0.19766286,0.234389424,0.146053851,0.166264117,0.636305809,0.442609489,0.308613479,0.117872655,0.089148045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,778860,NA,NA,NA,1.839159131,NA,3.882233143,NA,4.778213024,NA,5.784498692,NA,7.321582317,NA,8.27213192,NA,5.445654869,NA,0,0,0,0,0,0,1,0,0,0,0,0
1990,"Grand Rapids-Muskegon-Holland, Michigan",MI,1444.75354,0.030451454,0.025044018,0.057121538,0.253783733,0.146594927,0.271059513,0.160181805,0.168380052,0.691825271,0.346757144,0.27702415,0.235775933,0.099238783,-0.029459968,0.597324789,0.00355899,-0.001846015,-0.051067933,0.036670089,0.014127955,0.002115935,0.055519462,-0.095852345,-0.031589329,0.117903277,0.010090739,778860,0.031480037,0.237849891,0.285031974,1.59549439,-0.36545977,4.719412804,0.715384841,5.072199345,0.172191218,6.276808262,0.37051478,7.250868797,-0.192508236,8.40128231,0.007355018,6.081151962,0.513702393,0,0,0,0,0,0,0,1,0,0,0,0
